State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
California,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64,SSD-AD,Higher rates are better for this measure,"Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2023,Medicaid & CHIP,Administrative,78.6,48,77.1,74.8,79.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64 ,2023,Medicaid & CHIP,Administrative,42.6,48,35.4,30.3,50.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,55.9,48,51.3,45.4,61.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Substance Use: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,21.4,47,28.2,17.3,34.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Substance Use: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,31.1,47,39.8,29.1,49.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure,Percentage of Discharges for Adults Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,63.6,50,32.3,27.0,41.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure,Percentage of Discharges for Adults Hospitalized for Treatment of Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,73.7,50,53.9,45.3,62.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Alcohol Use Disorder with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,19.6,46,41.3,38.3,45.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Alcohol Use Disorder with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,6.0,46,13.2,9.2,16.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Opioid Use Disorder with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,22.4,46,60.9,49.9,67.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Opioid Use Disorder with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,9.0,46,32.9,20.0,42.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Other SUD with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,19.4,46,41.6,38.0,46.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Other SUD with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,6.2,46,12.1,9.0,17.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Total SUD with Initiation of SUD Treatment within 14 Days: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,19.8,47,44.5,40.5,50.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Substance Use Disorder Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage of New Episodes of Total SUD with Engagement of SUD Treatment within 34 Days of Initiation: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,6.4,47,15.5,11.5,22.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and Older,MSC-AD,Higher rates are better for this measure,Percentage of Current Smokers and Tobacco Users Advised to Quit: Ages 18 to 64 Years,2023,Medicaid,CAHPS 5.1H,64.3,36,73.0,69.4,76.5,,"CMS used two data sources for reporting this measure for the 2023 Adult Core Set. The two sources are the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024 and Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024. The state-specific comments identify the data source for each state's rate for the 2023 Core Set.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and Older,MSC-AD,Higher rates are better for this measure,Percentage of Current Smokers and Tobacco Users Discussed or Recommended Cessation Medications: Ages 18 to 64 Years,2023,Medicaid,CAHPS 5.1H,39.0,36,51.6,46.3,55.8,,"CMS used two data sources for reporting this measure for the 2023 Adult Core Set. The two sources are the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024 and Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024. The state-specific comments identify the data source for each state's rate for the 2023 Core Set.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and Older,MSC-AD,Higher rates are better for this measure,Percentage of Current Smokers and Tobacco Users Discussed or Provided Other Cessation Methods or Strategies: Ages 18 to 64 Years,2023,Medicaid,CAHPS 5.1H,33.5,35,43.3,41.5,48.4,,"CMS used two data sources for reporting this measure for the 2023 Adult Core Set. The two sources are the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024 and Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024. The state-specific comments identify the data source for each state's rate for the 2023 Core Set.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Behavioral Health Care,Adult Core Set,Use of Pharmacotherapy for Opioid Use Disorder: Ages 18 to 64,OUD-AD,Higher rates are better for this measure,Percentage with an Opioid Use Disorder who Filled a Prescription for or were Administered or Dispensed an FDA-Approved Medication for the Disorder: Total Rate: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,62.3,41,60.2,53.8,71.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50,2023,Medicaid & CHIP,Administrative,63.4,46,58.3,55.2,63.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed Care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64,2023,Medicaid & CHIP,Administrative,66.2,46,60.1,56.7,67.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed Care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64,2023,Medicaid & CHIP,Administrative,64.3,46,58.5,56.1,65.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed Care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Age 18 and Older,AAB-AD,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,41.0,41,43.6,40.3,53.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Concurrent Use of Opioids and Benzodiazepines: Age 18 and Older,COB-AD,Lower rates are better for this measure,Percentage with Concurrent Use of Prescription Opioids and Benzodiazepines for 30 or More Cumulative Days: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,8.2,36,13.0,15.5,10.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2023,Medicaid & CHIP,Administrative & Hybrid,60.4,40,61.2,54.7,65.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Rate was derived using both administrative and hybrid method data. Fifty-six managed care plan reporting units used the hybrid methodology. Administrative data were used for the FFS delivery system. Denominator is the measure-eligible population. Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Higher rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Control (<8.0%): Ages 18 to 64 ,2023,"Medicaid, CHIP, & Dual Eligibles",Hybrid,NR,32,52.2,46.1,55.0,NR = State did not report the measure for this population,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes managed care population (25 MCOs). State reported that rate excludes the following populations: ""Members who are enrolled in only Fee-For-Service and members who are not in a managed care plan for 11 out of 12 months are excluded, as HBD data are not available in the Management Information System/Decision Support System (MIS/DSS) data warehouse. About 20% of the population was not included."" The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Sample size is 34,491; measure-eligible population is 539,323. Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",No
California,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Lower rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18 to 64,2023,"Medicaid, CHIP, & Dual Eligibles",Hybrid,36.6,36,37.3,44.2,34.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes managed care population (25 MCOs). State reported that rate excludes the following populations: ""Members who are enrolled in only Fee-For-Service and members who are not in a managed care plan for 11 out of 12 months are excluded, as HBD data are not available in the Management Information System/Decision Support System (MIS/DSS) data warehouse. About 20% of the population was not included."" The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Sample size is 34,491; measure-eligible population is 539,323. Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18 to 64,PCR-AD,Lower rates are better for this measure,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64,2023,Medicaid & CHIP,Administrative,0.9665,40,1.0139,1.0878,0.9289,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,Lower rates are better for this measure,"Hospitalizations for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2023,Medicaid & CHIP,Administrative,11.5,40,15.4,19.0,13.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39,PQI15-AD,Lower rates are better for this measure,"Hospitalizations for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2023,Medicaid & CHIP,Administrative,2.0,36,2.8,4.2,2.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Care of Acute and Chronic Conditions,Adult Core Set,Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older,OHD-AD,Lower rates are better for this measure,Percentage of Adults Without Cancer who Received Prescriptions for Opioids with an Average Daily Dosage Greater than or Equal to 90 Morphine Milligram Equivalents (MME) for a Period of 90 Days or More: Ages 18 to 64 Years,2023,Medicaid & CHIP,Administrative,2.6,33,5.9,8.5,3.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rate includes FFS and managed care populations (25 MCOs). Rate was audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Getting Needed Care Composite,2023,Medicaid,CAHPS 5.1H,40.0,42,53.9,47.5,56.7,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Getting Care Quickly Composite,2023,Medicaid,CAHPS 5.1H,42.7,42,56.2,53.4,60.1,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,How Well Doctors Communicate Composite,2023,Medicaid,CAHPS 5.1H,64.0,42,76.2,73.6,79.0,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Health Plan Information and Customer Service Composite,2023,Medicaid,CAHPS 5.1H,58.0,34,69.8,66.7,72.5,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Rating of Personal Doctor,2023,Medicaid,CAHPS 5.1H,62.6,42,68.4,65.6,71.4,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Rating of Specialist,2023,Medicaid,CAHPS 5.1H,64.8,41,66.6,63.9,69.0,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Rating of Health Care,2023,Medicaid,CAHPS 5.1H,49.9,42,55.3,51.3,58.4,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,Rating of Health Plan,2023,Medicaid,CAHPS 5.1H,54.9,42,62.7,57.7,64.6,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2022 to June 2023 data collection period as of January 24, 2024.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS and managed care populations (24 MCOs).,Yes
California,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 21 to 44,2023,Medicaid & CHIP,Administrative,22.3,40,21.4,20.1,23.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 21 to 44,2023,Medicaid & CHIP,Administrative,3.7,39,3.6,3.1,4.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). The state described the ""other"" data source used to calculate the measure as the following: ""Managed care plan administrative data."" Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21 to 44,2023,Medicaid & CHIP,Administrative,9.9,38,11.1,9.2,12.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
California,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 90 Days of Delivery: Ages 21 to 44,2023,Medicaid & CHIP,Administrative,38.3,37,42.8,38.7,46.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2023 Core Set as of May 16, 2024.","Rates include FFS and managed care populations (25 MCOs). Rates were audited or validated. State noted: ""Denominator does not include Medicare and Medicaid Dually-Eligible population because the data are incomplete - no Medicare Part C.""",Yes
